suburb,state,sal_code,census_year,median_age,median_household_income_weekly,avg_household_size,owner_occupied_pct,renter_pct,household_composition_json
Glenunga,SA,SAL40512,2021,44.0,1918.0,2.6,75.1,22.7,"{""family_household_pct"": 73.3, ""non_family_household_pct"": 27.6, ""lone_person_pct"": 24.9}"
Globe Derby Park,SA,SAL40513,2021,49.0,1461.0,2.7,85.2,13.9,"{""family_household_pct"": 78.7, ""non_family_household_pct"": 18.9, ""lone_person_pct"": 17.2}"
Glossop,SA,SAL40514,2021,48.0,1482.0,2.5,81.4,13.4,"{""family_household_pct"": 75.9, ""non_family_household_pct"": 25.6, ""lone_person_pct"": 24.7}"
Glynde,SA,SAL40515,2021,45.0,1163.0,2.1,51.7,30.1,"{""family_household_pct"": 55.2, ""non_family_household_pct"": 44.9, ""lone_person_pct"": 39.8}"
Golden Grove,SA,SAL40516,2021,44.0,1669.0,2.5,74.7,18.3,"{""family_household_pct"": 74.5, ""non_family_household_pct"": 25.6, ""lone_person_pct"": 24.6}"
Golden Heights,SA,SAL40517,2021,47.0,1208.0,2.4,83.6,11.8,"{""family_household_pct"": 67.3, ""non_family_household_pct"": 30.0, ""lone_person_pct"": 30.0}"
Gomersal,SA,SAL40518,2021,43.0,2083.0,3.2,77.8,0.0,"{""family_household_pct"": 105.6, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Good Hope Landing,SA,SAL40519,2021,54.0,1625.0,2.1,61.5,46.2,"{""family_household_pct"": 61.5, ""non_family_household_pct"": 23.1, ""lone_person_pct"": 38.5}"
Goodwood,SA,SAL40520,2021,40.0,1918.0,2.2,62.5,35.5,"{""family_household_pct"": 63.2, ""non_family_household_pct"": 37.1, ""lone_person_pct"": 30.8}"
Goolwa,SA,SAL40521,2021,67.0,790.0,1.8,66.4,24.1,"{""family_household_pct"": 53.2, ""non_family_household_pct"": 46.8, ""lone_person_pct"": 45.0}"
Goolwa Beach,SA,SAL40522,2021,58.0,916.0,2.1,71.4,19.9,"{""family_household_pct"": 63.9, ""non_family_household_pct"": 36.6, ""lone_person_pct"": 34.6}"
Goolwa North,SA,SAL40523,2021,66.0,948.0,2.0,82.9,14.0,"{""family_household_pct"": 66.6, ""non_family_household_pct"": 33.6, ""lone_person_pct"": 30.4}"
Goolwa South,SA,SAL40524,2021,62.0,961.0,1.9,69.8,27.2,"{""family_household_pct"": 60.4, ""non_family_household_pct"": 39.6, ""lone_person_pct"": 37.8}"
Gosse,SA,SAL40525,2021,48.0,1875.0,2.6,111.1,55.6,"{""family_household_pct"": 122.2, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Gould Creek,SA,SAL40526,2021,44.0,2374.0,3.1,90.7,4.0,"{""family_household_pct"": 86.7, ""non_family_household_pct"": 9.3, ""lone_person_pct"": 4.0}"
Goyder,SA,SAL40527,2021,35.0,2250.0,3.0,85.7,0.0,"{""family_household_pct"": 142.9, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Grace Plains,SA,SAL40528,2021,41.0,1624.0,2.6,96.2,0.0,"{""family_household_pct"": 73.1, ""non_family_household_pct"": 19.2, ""lone_person_pct"": 19.2}"
Grampus,SA,SAL40529,2021,43.0,1074.0,2.3,0.0,0.0,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Grange,SA,SAL40530,2021,49.0,1709.0,2.3,70.9,23.6,"{""family_household_pct"": 68.7, ""non_family_household_pct"": 31.6, ""lone_person_pct"": 29.7}"
Green Fields,SA,SAL40531,2021,35.0,1542.0,2.9,87.7,5.3,"{""family_household_pct"": 82.5, ""non_family_household_pct"": 19.3, ""lone_person_pct"": 14.0}"
Green Hills Range,SA,SAL40532,2021,46.0,1625.0,2.7,103.2,9.7,"{""family_household_pct"": 80.6, ""non_family_household_pct"": 9.7, ""lone_person_pct"": 25.8}"
Green Patch,SA,SAL40533,2021,47.0,1625.0,2.3,90.5,28.6,"{""family_household_pct"": 47.6, ""non_family_household_pct"": 42.9, ""lone_person_pct"": 42.9}"
Greenacres,SA,SAL40534,2021,33.0,1713.0,2.8,59.6,38.0,"{""family_household_pct"": 72.3, ""non_family_household_pct"": 27.8, ""lone_person_pct"": 23.5}"
Greenhill,SA,SAL40535,2021,40.0,2625.0,2.7,92.0,1.8,"{""family_household_pct"": 83.4, ""non_family_household_pct"": 15.3, ""lone_person_pct"": 12.9}"
Greenock,SA,SAL40536,2021,42.0,1883.0,2.7,89.2,7.7,"{""family_household_pct"": 82.3, ""non_family_household_pct"": 18.2, ""lone_person_pct"": 16.4}"
Greenways,SA,SAL40537,2021,29.0,1374.0,2.3,22.2,27.8,"{""family_household_pct"": 61.1, ""non_family_household_pct"": 38.9, ""lone_person_pct"": 44.4}"
Greenwith,SA,SAL40538,2021,40.0,2002.0,2.7,79.9,18.9,"{""family_household_pct"": 78.3, ""non_family_household_pct"": 21.8, ""lone_person_pct"": 20.6}"
Gulfview Heights,SA,SAL40539,2021,41.0,1953.0,2.9,89.3,9.1,"{""family_household_pct"": 84.8, ""non_family_household_pct"": 15.7, ""lone_person_pct"": 14.9}"
Gulnare,SA,SAL40540,2021,53.0,1312.0,2.1,84.6,0.0,"{""family_household_pct"": 64.1, ""non_family_household_pct"": 30.8, ""lone_person_pct"": 28.2}"
Gum Creek,SA,SAL40541,2021,38.0,1125.0,2.8,25.0,0.0,"{""family_household_pct"": 33.3, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 25.0}"
Gumeracha,SA,SAL40542,2021,48.0,1583.0,2.5,79.0,15.4,"{""family_household_pct"": 74.4, ""non_family_household_pct"": 25.2, ""lone_person_pct"": 23.3}"
Gurra Gurra,SA,SAL40543,2021,50.0,1687.0,2.3,94.6,10.8,"{""family_household_pct"": 78.4, ""non_family_household_pct"": 16.2, ""lone_person_pct"": 21.6}"
Hackham,SA,SAL40544,2021,40.0,1158.0,2.3,73.6,23.1,"{""family_household_pct"": 64.9, ""non_family_household_pct"": 35.1, ""lone_person_pct"": 32.1}"
Hackham West,SA,SAL40545,2021,41.0,928.0,2.3,55.6,41.6,"{""family_household_pct"": 61.8, ""non_family_household_pct"": 38.2, ""lone_person_pct"": 34.9}"
Hacklins Corner,SA,SAL40546,2021,31.0,1625.0,3.6,100.0,85.7,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Hackney,SA,SAL40547,2021,41.0,1107.0,1.8,37.6,44.6,"{""family_household_pct"": 41.9, ""non_family_household_pct"": 57.8, ""lone_person_pct"": 50.8}"
Hahndorf,SA,SAL40548,2021,51.0,1735.0,2.5,78.1,15.7,"{""family_household_pct"": 74.3, ""non_family_household_pct"": 26.0, ""lone_person_pct"": 24.4}"
Haines,SA,SAL40549,2021,46.0,1275.0,2.7,81.1,7.5,"{""family_household_pct"": 77.4, ""non_family_household_pct"": 18.9, ""lone_person_pct"": 18.9}"
Halbury,SA,SAL40550,2021,43.0,1152.0,2.5,80.5,14.3,"{""family_household_pct"": 70.1, ""non_family_household_pct"": 27.3, ""lone_person_pct"": 22.1}"
Halidon,SA,SAL40551,2021,23.0,450.0,3.0,100.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Hallelujah Hills,SA,SAL40552,2021,0.0,0.0,0.0,,,
Hallett,SA,SAL40553,2021,46.0,780.0,2.2,77.6,16.4,"{""family_household_pct"": 58.2, ""non_family_household_pct"": 47.8, ""lone_person_pct"": 46.3}"
Hallett Cove,SA,SAL40554,2021,43.0,1871.0,2.6,84.7,14.2,"{""family_household_pct"": 80.3, ""non_family_household_pct"": 19.6, ""lone_person_pct"": 18.1}"
Hambidge,SA,SAL40555,2021,0.0,0.0,0.0,,,
Hamilton,SA,SAL40556,2021,51.0,1271.0,2.4,93.5,9.7,"{""family_household_pct"": 71.0, ""non_family_household_pct"": 19.4, ""lone_person_pct"": 19.4}"
Hamley,SA,SAL40557,2021,61.0,966.0,2.0,128.6,0.0,"{""family_household_pct"": 64.3, ""non_family_household_pct"": 35.7, ""lone_person_pct"": 28.6}"
Hamley Bridge,SA,SAL40558,2021,47.0,1008.0,2.4,74.4,19.4,"{""family_household_pct"": 65.9, ""non_family_household_pct"": 30.8, ""lone_person_pct"": 29.3}"
Hammond,SA,SAL40559,2021,53.0,933.0,2.4,233.3,0.0,"{""family_household_pct"": 266.7, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Hampden,SA,SAL40560,2021,47.0,924.0,2.5,66.7,10.0,"{""family_household_pct"": 53.3, ""non_family_household_pct"": 43.3, ""lone_person_pct"": 43.3}"
Hampstead Gardens,SA,SAL40561,2021,35.0,1559.0,2.4,55.8,43.3,"{""family_household_pct"": 64.1, ""non_family_household_pct"": 35.6, ""lone_person_pct"": 30.4}"
Hansborough,SA,SAL40562,2021,55.0,1437.0,2.4,112.5,0.0,"{""family_household_pct"": 87.5, ""non_family_household_pct"": 18.8, ""lone_person_pct"": 18.8}"
Hanson,SA,SAL40563,2021,53.0,899.0,2.7,166.7,0.0,"{""family_household_pct"": 133.3, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Happy Valley,SA,SAL40564,2021,42.0,1573.0,2.5,80.7,10.6,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 23.9}"
Hardwicke Bay,SA,SAL40565,2021,61.0,735.0,1.9,80.6,19.4,"{""family_household_pct"": 48.6, ""non_family_household_pct"": 48.6, ""lone_person_pct"": 48.6}"
Hardy,SA,SAL40566,2021,68.0,0.0,2.0,,,
Harrogate,SA,SAL40567,2021,46.0,1942.0,2.7,87.3,10.1,"{""family_household_pct"": 76.6, ""non_family_household_pct"": 22.8, ""lone_person_pct"": 19.0}"
Hart,SA,SAL40568,2021,39.0,1833.0,2.8,60.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Hartley,SA,SAL40569,2021,50.0,1958.0,2.6,101.8,0.0,"{""family_household_pct"": 82.5, ""non_family_household_pct"": 22.8, ""lone_person_pct"": 19.3}"
Haslam,SA,SAL40570,2021,49.0,1124.0,2.8,108.7,0.0,"{""family_household_pct"": 78.3, ""non_family_household_pct"": 13.0, ""lone_person_pct"": 13.0}"
Hatherleigh,SA,SAL40571,2021,53.0,1312.0,2.3,83.3,20.0,"{""family_household_pct"": 68.3, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 33.3}"
Hawker,SA,SAL40572,2021,51.0,1160.0,2.2,62.0,33.1,"{""family_household_pct"": 62.8, ""non_family_household_pct"": 36.4, ""lone_person_pct"": 32.2}"
Hawson,SA,SAL40573,2021,49.0,1375.0,2.6,88.9,8.9,"{""family_household_pct"": 71.1, ""non_family_household_pct"": 26.7, ""lone_person_pct"": 15.6}"
Hawthorn,SA,SAL40574,2021,43.0,2370.0,2.6,74.6,23.4,"{""family_household_pct"": 74.9, ""non_family_household_pct"": 25.0, ""lone_person_pct"": 23.1}"
Hawthorndene,SA,SAL40575,2021,41.0,2139.0,2.8,91.8,7.6,"{""family_household_pct"": 81.3, ""non_family_household_pct"": 19.3, ""lone_person_pct"": 17.4}"
Hay Flat,SA,SAL40576,2021,48.0,1187.0,2.5,78.6,0.0,"{""family_household_pct"": 71.4, ""non_family_household_pct"": 10.7, ""lone_person_pct"": 0.0}"
Hay Valley,SA,SAL40577,2021,42.0,1624.0,2.4,128.6,42.9,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Hayborough,SA,SAL40578,2021,48.0,1064.0,2.3,74.7,22.5,"{""family_household_pct"": 70.1, ""non_family_household_pct"": 29.3, ""lone_person_pct"": 26.9}"
Hazelwood Park,SA,SAL40579,2021,43.0,2300.0,2.6,80.7,17.4,"{""family_household_pct"": 73.4, ""non_family_household_pct"": 26.6, ""lone_person_pct"": 24.7}"
Heathfield,SA,SAL40580,2021,46.0,2298.0,2.8,86.9,6.3,"{""family_household_pct"": 79.4, ""non_family_household_pct"": 20.6, ""lone_person_pct"": 18.6}"
Heathpool,SA,SAL40581,2021,41.0,2466.0,2.6,76.2,22.4,"{""family_household_pct"": 79.0, ""non_family_household_pct"": 22.4, ""lone_person_pct"": 22.4}"
Hectorville,SA,SAL40582,2021,38.0,1394.0,2.3,60.0,37.9,"{""family_household_pct"": 63.3, ""non_family_household_pct"": 36.9, ""lone_person_pct"": 32.0}"
Hendon,SA,SAL40583,2021,40.0,1361.0,2.3,65.3,32.3,"{""family_household_pct"": 62.3, ""non_family_household_pct"": 38.1, ""lone_person_pct"": 35.3}"
Henley Beach,SA,SAL40584,2021,45.0,1879.0,2.3,67.3,30.5,"{""family_household_pct"": 65.6, ""non_family_household_pct"": 34.3, ""lone_person_pct"": 31.6}"
Henley Beach South,SA,SAL40585,2021,43.0,2096.0,2.5,71.1,26.5,"{""family_household_pct"": 70.7, ""non_family_household_pct"": 29.1, ""lone_person_pct"": 25.1}"
Hewett,SA,SAL40586,2021,38.0,2439.0,3.2,87.3,11.8,"{""family_household_pct"": 91.7, ""non_family_household_pct"": 9.4, ""lone_person_pct"": 8.4}"
Highbury,SA,SAL40587,2021,41.0,2038.0,2.7,86.5,12.1,"{""family_household_pct"": 81.7, ""non_family_household_pct"": 18.3, ""lone_person_pct"": 16.7}"
Highgate,SA,SAL40588,2021,41.0,2192.0,2.6,74.0,22.9,"{""family_household_pct"": 72.7, ""non_family_household_pct"": 27.8, ""lone_person_pct"": 25.3}"
Highland Valley,SA,SAL40589,2021,47.0,2291.0,2.9,95.2,0.0,"{""family_household_pct"": 87.9, ""non_family_household_pct"": 16.1, ""lone_person_pct"": 14.5}"
Hill River,SA,SAL40590,2021,42.0,1625.0,2.9,82.1,28.6,"{""family_household_pct"": 85.7, ""non_family_household_pct"": 10.7, ""lone_person_pct"": 10.7}"
Hillbank,SA,SAL40591,2021,36.0,1813.0,2.7,86.4,12.5,"{""family_household_pct"": 79.8, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 18.2}"
Hillcrest,SA,SAL40592,2021,35.0,1599.0,2.6,62.7,33.5,"{""family_household_pct"": 70.3, ""non_family_household_pct"": 29.9, ""lone_person_pct"": 26.9}"
Hillier,SA,SAL40593,2021,67.0,712.0,1.9,85.3,7.3,"{""family_household_pct"": 52.8, ""non_family_household_pct"": 48.1, ""lone_person_pct"": 47.9}"
Hilltown,SA,SAL40594,2021,38.0,1437.0,2.4,75.0,25.0,"{""family_household_pct"": 56.2, ""non_family_household_pct"": 43.8, ""lone_person_pct"": 43.8}"
Hilton,SA,SAL40595,2021,34.0,1625.0,2.4,53.5,43.2,"{""family_household_pct"": 56.2, ""non_family_household_pct"": 43.2, ""lone_person_pct"": 31.2}"
Hincks,SA,SAL40596,2021,0.0,0.0,0.0,,,
Hindmarsh,SA,SAL40597,2021,31.0,1426.0,1.8,33.7,61.5,"{""family_household_pct"": 40.4, ""non_family_household_pct"": 53.8, ""lone_person_pct"": 41.3}"
Hindmarsh Island,SA,SAL40598,2021,60.0,1123.0,2.2,76.0,19.9,"{""family_household_pct"": 73.9, ""non_family_household_pct"": 25.9, ""lone_person_pct"": 22.6}"
Hindmarsh Tiers,SA,SAL40599,2021,44.0,1541.0,2.8,69.0,19.0,"{""family_household_pct"": 76.2, ""non_family_household_pct"": 9.5, ""lone_person_pct"": 9.5}"
Hindmarsh Valley,SA,SAL40600,2021,45.0,1485.0,2.7,85.9,10.9,"{""family_household_pct"": 81.4, ""non_family_household_pct"": 19.1, ""lone_person_pct"": 17.7}"
Holden Hill,SA,SAL40601,2021,37.0,1363.0,2.4,62.3,35.2,"{""family_household_pct"": 65.8, ""non_family_household_pct"": 34.4, ""lone_person_pct"": 29.9}"
Holder,SA,SAL40602,2021,50.0,1416.0,2.3,86.0,23.3,"{""family_household_pct"": 81.4, ""non_family_household_pct"": 25.6, ""lone_person_pct"": 18.6}"
Holder Siding,SA,SAL40603,2021,38.0,1649.0,2.3,100.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 100.0, ""lone_person_pct"": 100.0}"
Honiton,SA,SAL40604,2021,48.0,1687.0,2.4,70.0,20.0,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 30.0, ""lone_person_pct"": 0.0}"
Hope Forest,SA,SAL40605,2021,42.0,1949.0,2.9,84.0,14.0,"{""family_household_pct"": 88.0, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 10.0}"
Hope Gap,SA,SAL40606,2021,37.0,2750.0,4.0,,,
Hope Valley,SA,SAL40607,2021,46.0,1270.0,2.3,66.4,19.5,"{""family_household_pct"": 64.7, ""non_family_household_pct"": 35.4, ""lone_person_pct"": 33.3}"
Hornsdale,SA,SAL40608,2021,38.0,1749.0,3.4,142.9,0.0,"{""family_household_pct"": 142.9, ""non_family_household_pct"": 42.9, ""lone_person_pct"": 42.9}"
Horsnell Gully,SA,SAL40609,2021,51.0,1874.0,2.6,150.0,0.0,"{""family_household_pct"": 150.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Hoskin Corner,SA,SAL40610,2021,32.0,2124.0,3.4,200.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Houghton,SA,SAL40611,2021,50.0,2356.0,2.8,97.7,3.4,"{""family_household_pct"": 89.7, ""non_family_household_pct"": 11.5, ""lone_person_pct"": 10.9}"
Hove,SA,SAL40612,2021,51.0,1479.0,2.2,66.5,21.7,"{""family_household_pct"": 60.8, ""non_family_household_pct"": 39.3, ""lone_person_pct"": 36.5}"
Hoyleton,SA,SAL40613,2021,36.0,1274.0,2.7,78.3,19.6,"{""family_household_pct"": 65.2, ""non_family_household_pct"": 28.3, ""lone_person_pct"": 32.6}"
Huddleston,SA,SAL40614,2021,51.0,1999.0,2.5,30.0,0.0,"{""family_household_pct"": 70.0, ""non_family_household_pct"": 30.0, ""lone_person_pct"": 30.0}"
Humbug Scrub,SA,SAL40615,2021,53.0,2078.0,2.7,97.9,4.3,"{""family_household_pct"": 86.4, ""non_family_household_pct"": 13.6, ""lone_person_pct"": 8.6}"
Huntfield Heights,SA,SAL40616,2021,37.0,1239.0,2.4,67.6,31.3,"{""family_household_pct"": 68.6, ""non_family_household_pct"": 31.4, ""lone_person_pct"": 28.3}"
Hyde Park,SA,SAL40617,2021,45.0,2208.0,2.2,68.1,27.7,"{""family_household_pct"": 67.4, ""non_family_household_pct"": 33.2, ""lone_person_pct"": 29.7}"
Hynam,SA,SAL40618,2021,46.0,1708.0,2.6,78.1,16.4,"{""family_household_pct"": 74.0, ""non_family_household_pct"": 19.2, ""lone_person_pct"": 13.7}"
Ingle Farm,SA,SAL40619,2021,39.0,1286.0,2.5,70.4,26.7,"{""family_household_pct"": 69.2, ""non_family_household_pct"": 30.8, ""lone_person_pct"": 27.3}"
Inglewood,SA,SAL40620,2021,47.0,2233.0,2.9,91.1,7.3,"{""family_household_pct"": 82.9, ""non_family_household_pct"": 17.9, ""lone_person_pct"": 11.4}"
Ingomar,SA,SAL40621,2021,22.0,2499.0,3.5,0.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Inkerman,SA,SAL40622,2021,39.0,2625.0,2.9,87.5,37.5,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 37.5, ""lone_person_pct"": 37.5}"
Inkster,SA,SAL40623,2021,52.0,1574.0,3.0,0.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Inman Valley,SA,SAL40624,2021,54.0,1307.0,2.5,83.1,10.6,"{""family_household_pct"": 83.1, ""non_family_household_pct"": 14.8, ""lone_person_pct"": 15.5}"
Innamincka,SA,SAL40625,2021,35.0,1187.0,2.7,0.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Inneston,SA,SAL40626,2021,40.0,1437.0,1.8,0.0,75.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Iron Knob,SA,SAL40627,2021,57.0,556.0,1.7,78.2,20.0,"{""family_household_pct"": 40.0, ""non_family_household_pct"": 67.3, ""lone_person_pct"": 67.3}"
Ironbank,SA,SAL40628,2021,44.0,2573.0,2.9,92.6,5.7,"{""family_household_pct"": 92.0, ""non_family_household_pct"": 8.0, ""lone_person_pct"": 9.1}"
Ironstone,SA,SAL40629,2021,55.0,1499.0,2.1,33.3,0.0,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 33.3}"
Island Beach,SA,SAL40630,2021,60.0,725.0,1.7,86.8,13.2,"{""family_household_pct"": 57.9, ""non_family_household_pct"": 52.6, ""lone_person_pct"": 52.6}"
Island Lagoon,SA,SAL40631,2021,0.0,0.0,0.0,,,
Iwantja,SA,SAL40632,2021,26.0,1287.0,4.6,0.0,79.1,"{""family_household_pct"": 83.6, ""non_family_household_pct"": 14.9, ""lone_person_pct"": 14.9}"
Jabuk,SA,SAL40633,2021,44.0,1166.0,2.4,71.4,28.6,"{""family_household_pct"": 85.7, ""non_family_household_pct"": 19.0, ""lone_person_pct"": 19.0}"
James Well,SA,SAL40634,2021,66.0,866.0,1.7,86.7,0.0,"{""family_household_pct"": 53.3, ""non_family_household_pct"": 43.3, ""lone_person_pct"": 43.3}"
Jamestown,SA,SAL40635,2021,49.0,1214.0,2.1,76.4,19.0,"{""family_household_pct"": 61.9, ""non_family_household_pct"": 37.1, ""lone_person_pct"": 34.9}"
Jamieson,SA,SAL40636,2021,51.0,2250.0,1.0,,,
Jericho,SA,SAL40637,2021,49.0,450.0,1.7,122.2,0.0,"{""family_household_pct"": 55.6, ""non_family_household_pct"": 66.7, ""lone_person_pct"": 66.7}"
Jerusalem,SA,SAL40638,2021,38.0,1625.0,2.7,91.5,9.9,"{""family_household_pct"": 76.1, ""non_family_household_pct"": 23.2, ""lone_person_pct"": 21.8}"
Jervois,SA,SAL40639,2021,39.0,1284.0,2.6,78.1,12.5,"{""family_household_pct"": 81.2, ""non_family_household_pct"": 18.8, ""lone_person_pct"": 17.7}"
Joanna,SA,SAL40640,2021,50.0,1875.0,2.4,77.5,25.0,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 35.0, ""lone_person_pct"": 22.5}"
Johnburgh,SA,SAL40641,2021,61.0,3250.0,2.7,100.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Joslin,SA,SAL40642,2021,48.0,2323.0,2.6,78.9,20.0,"{""family_household_pct"": 76.1, ""non_family_household_pct"": 24.2, ""lone_person_pct"": 21.6}"
Julanka Holdings,SA,SAL40643,2021,0.0,0.0,0.0,,,
Julia,SA,SAL40644,2021,38.0,1499.0,2.2,42.9,57.1,"{""family_household_pct"": 71.4, ""non_family_household_pct"": 42.9, ""lone_person_pct"": 42.9}"
Jupiter Creek,SA,SAL40645,2021,48.0,2305.0,2.8,92.0,13.3,"{""family_household_pct"": 84.0, ""non_family_household_pct"": 17.3, ""lone_person_pct"": 18.7}"
Kadina,SA,SAL40646,2021,49.0,1081.0,2.2,67.4,27.5,"{""family_household_pct"": 64.1, ""non_family_household_pct"": 36.0, ""lone_person_pct"": 32.7}"
Kainton,SA,SAL40647,2021,35.0,1583.0,2.9,76.5,17.6,"{""family_household_pct"": 88.2, ""non_family_household_pct"": 23.5, ""lone_person_pct"": 23.5}"
Kalamurina,SA,SAL40648,2021,46.0,2250.0,2.0,,,
Kalanbi,SA,SAL40649,2021,51.0,1625.0,2.3,111.1,0.0,"{""family_household_pct"": 77.8, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 33.3}"
Kalangadoo,SA,SAL40650,2021,49.0,1114.0,2.3,81.5,18.5,"{""family_household_pct"": 67.6, ""non_family_household_pct"": 30.6, ""lone_person_pct"": 28.9}"
Kalbeeba,SA,SAL40651,2021,49.0,1766.0,2.8,88.7,7.8,"{""family_household_pct"": 76.6, ""non_family_household_pct"": 19.9, ""lone_person_pct"": 16.3}"
Kaldoonera,SA,SAL40652,2021,45.0,1624.0,3.3,72.7,27.3,"{""family_household_pct"": 81.8, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kalka,SA,SAL40653,2021,26.0,1337.0,5.6,0.0,88.2,"{""family_household_pct"": 82.4, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kallora,SA,SAL40654,2021,39.0,1812.0,2.4,100.0,0.0,"{""family_household_pct"": 57.1, ""non_family_household_pct"": 42.9, ""lone_person_pct"": 42.9}"
Kaltjiti,SA,SAL40655,2021,28.0,1286.0,4.0,0.0,77.6,"{""family_household_pct"": 81.0, ""non_family_household_pct"": 20.7, ""lone_person_pct"": 13.8}"
Kangarilla,SA,SAL40656,2021,49.0,1860.0,2.6,89.4,5.5,"{""family_household_pct"": 81.2, ""non_family_household_pct"": 17.3, ""lone_person_pct"": 16.4}"
Kangaroo Flat,SA,SAL40657,2021,46.0,2250.0,2.7,82.9,20.0,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 25.7, ""lone_person_pct"": 11.4}"
Kangaroo Head,SA,SAL40658,2021,60.0,1187.0,2.1,57.1,0.0,"{""family_household_pct"": 142.9, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kangaroo Inn,SA,SAL40659,2021,62.0,1375.0,1.5,0.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kanmantoo,SA,SAL40660,2021,38.0,1705.0,2.7,89.6,9.1,"{""family_household_pct"": 79.7, ""non_family_household_pct"": 21.6, ""lone_person_pct"": 19.5}"
Kanni,SA,SAL40661,2021,43.0,1125.0,2.8,54.5,0.0,"{""family_household_pct"": 45.5, ""non_family_household_pct"": 27.3, ""lone_person_pct"": 27.3}"
Kanpi,SA,SAL40662,2021,24.0,599.0,4.3,0.0,108.3,"{""family_household_pct"": 91.7, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Kanyaka,SA,SAL40663,2021,58.0,1375.0,2.7,,,
Kapinnie,SA,SAL40664,2021,26.0,2062.0,3.4,41.7,0.0,"{""family_household_pct"": 116.7, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 33.3}"
Kappawanta,SA,SAL40665,2021,67.0,7000.0,3.0,,,
Kapunda,SA,SAL40666,2021,49.0,1140.0,2.3,78.5,18.8,"{""family_household_pct"": 65.5, ""non_family_household_pct"": 34.8, ""lone_person_pct"": 32.5}"
Karatta,SA,SAL40667,2021,53.0,1125.0,1.8,75.0,15.0,"{""family_household_pct"": 45.0, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 40.0}"
Karcultaby,SA,SAL40668,2021,34.0,1124.0,3.7,0.0,50.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Karkoo,SA,SAL40669,2021,32.0,1875.0,2.8,60.0,46.7,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 20.0}"
Karoonda,SA,SAL40670,2021,55.0,822.0,2.1,75.9,16.2,"{""family_household_pct"": 58.3, ""non_family_household_pct"": 42.6, ""lone_person_pct"": 39.4}"
Karte,SA,SAL40671,2021,39.0,1125.0,2.7,112.5,0.0,"{""family_household_pct"": 112.5, ""non_family_household_pct"": 62.5, ""lone_person_pct"": 62.5}"
Katarapko,SA,SAL40672,2021,0.0,0.0,0.0,,,
